Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Spike-in Quality Control]	Term Source REF	Term Accession Number	Parameter Value[Spike-in Mix Number]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[library selection]	Parameter Value[library layout]	Parameter Value[stranded]	Parameter Value[Library QA Instrument]	Term Source REF	Term Accession Number	Parameter Value[Library QA Assay]	Term Source REF	Term Accession Number	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Comment[Library Prep Date]	Protocol REF	Parameter Value[sequencing instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[base caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw sequence data/MultiQC Reports]
RR8_LVR_GC_LAR_YNG_GL18	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL18	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			308	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL18_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL18_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68116267	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI1	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI1	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			335	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI1_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI1_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.83	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59936794	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI2	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI2	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			318/381	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI2_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI2_R2_raw.fastq.gz	GeneLab raw data processing protocol	6.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	54931373	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI3	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI3	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			369	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI3_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI3_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.54	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61889344	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI4	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI4	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			313	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI4_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI4_R2_raw.fastq.gz	GeneLab raw data processing protocol	4.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59453000	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI5	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI5	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			314	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI5_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI5_R2_raw.fastq.gz	GeneLab raw data processing protocol	4.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60865401	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI6	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	7.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI6	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			358	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI6_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI6_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	49298440	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI7	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI7	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			255	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI7_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI7_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.58	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	57341893	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI8	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI8	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			357	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI8_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI8_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59096180	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_YNG_VI10	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_YNG_VI10	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			356	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI10_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_YNG_VI10_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.96	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62889107	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI11	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI11	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			351	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI11_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI11_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63291433	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI12	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI12	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			310	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI12_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI12_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58541597	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI13	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	7.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI13	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			312	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI13_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI13_R2_raw.fastq.gz	GeneLab raw data processing protocol	4.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63855348	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI14	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI14	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			326	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI14_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI14_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.27	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	57186259	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI16	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI16	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			331	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI16_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI16_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59789178	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI17	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI17	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			335	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI17_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI17_R2_raw.fastq.gz	GeneLab raw data processing protocol	5.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	52055220	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI18	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI18	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			368	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI18_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI18_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.98	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60269383	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_ISS-T_OLD_VI19	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_ISS-T_OLD_VI19	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			334	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI19_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_ISS-T_OLD_VI19_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61423884	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL1	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL1	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			379	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL1_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL1_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63840872	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL2	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL2	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			385	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL2_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL2_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62659373	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL4	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL4	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			310	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL4_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL4_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61546900	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL5	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL5	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			310	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL5_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL5_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.53	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60438371	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL7	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL7	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			310	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL7_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL7_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58606878	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
